Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Linear Trend ,,,
1,08/04/2011,"1,614,259.35",0,67.84,3.622,215.0743939,7.682,"1,547,186.11",,,
1,15/04/2011,"1,559,889.00",0,71.27,3.743,215.2918561,7.682,"1,547,993.94",,,
1,22/04/2011,"1,564,819.81",0,72.99,3.807,215.4599053,7.682,"1,548,801.77",,,
1,29/04/2011,"1,455,090.69",0,72.03,3.81,215.6279544,7.682,"1,549,609.60",,,
1,06/05/2011,"1,629,391.28",0,64.61,3.906,215.7960035,7.682,"1,550,417.43",,,
1,13/05/2011,"1,604,775.58",0,75.64,3.899,215.9640526,7.682,"1,551,225.26",,,
1,20/05/2011,"1,428,218.27",0,67.63,3.907,215.7339202,7.682,"1,552,033.08",,,
1,27/05/2011,"1,466,046.67",0,77.72,3.786,215.5037878,7.682,"1,552,840.91",,,
1,03/06/2011,"1,635,078.41",0,83,3.699,215.2736553,7.682,"1,553,648.74",,,
1,10/06/2011,"1,588,948.32",0,83.13,3.648,215.0435229,7.682,"1,554,456.57",,,
1,17/06/2011,"1,532,114.86",0,86.41,3.637,214.9980596,7.682,"1,555,264.40",,,
1,24/06/2011,"1,438,830.15",0,83.58,3.594,215.0910982,7.682,"1,556,072.23",,,
1,01/07/2011,"1,488,538.09",0,85.55,3.524,215.1841368,7.962,"1,556,880.05",,,
1,08/07/2011,"1,534,849.64",0,85.83,3.48,215.2771754,7.962,"1,557,687.88",,,
1,15/07/2011,"1,455,119.97",0,88.54,3.575,215.3611087,7.962,"1,558,495.71",,,
1,22/07/2011,"1,396,926.82",0,85.77,3.651,215.4222784,7.962,"1,559,303.54",,,
1,29/07/2011,"1,352,219.79",0,86.83,3.682,215.4834482,7.962,"1,560,111.37",,,
1,05/08/2011,"1,624,383.75",0,91.65,3.684,215.544618,7.962,"1,560,919.20",,,
1,12/08/2011,"1,525,147.09",0,90.76,3.638,215.6057878,7.962,"1,561,727.02",,,
1,19/08/2011,"1,530,761.43",0,89.94,3.554,215.6693107,7.962,"1,562,534.85",,,
1,26/08/2011,"1,464,693.46",0,87.96,3.523,215.7332258,7.962,"1,563,342.68",,,
1,02/09/2011,"1,550,229.22",0,87.83,3.533,215.7971409,7.962,"1,564,150.51",,,
1,09/09/2011,"1,540,471.24",1,76,3.546,215.861056,7.962,"1,564,958.34",,,
1,16/09/2011,"1,514,259.78",0,79.94,3.526,216.0410526,7.962,"1,565,766.17",,,
1,23/09/2011,"1,380,020.27",0,75.8,3.467,216.3758246,7.962,"1,566,573.99",,,
1,30/09/2011,"1,394,561.83",0,79.69,3.355,216.7105965,7.962,"1,567,381.82",,,
1,07/10/2011,"1,630,989.95",0,69.31,3.285,217.0453684,7.866,"1,568,189.65",,,
1,14/10/2011,"1,493,525.93",0,71.74,3.274,217.3552733,7.866,"1,568,997.48",,,
1,21/10/2011,"1,502,562.78",0,63.71,3.353,217.5159762,7.866,"1,569,805.31",,,
1,28/10/2011,"1,445,249.09",0,66.57,3.372,217.6766791,7.866,"1,570,613.14",,,
1,04/11/2011,"1,697,229.58",0,54.98,3.332,217.837382,7.866,"1,571,420.96",,,
1,11/11/2011,"1,594,938.89",0,59.11,3.297,217.9980849,7.866,"1,572,228.79",,,
1,18/11/2011,"1,539,483.70",0,62.25,3.308,218.2205088,7.866,"1,573,036.62",,,
1,25/11/2011,"2,033,320.66",1,60.14,3.236,218.4676211,7.866,"1,573,844.45",,,
1,02/12/2011,"1,584,083.95",0,48.91,3.172,218.7147333,7.866,"1,574,652.28",,,
1,09/12/2011,"1,799,682.38",0,43.93,3.158,218.9618456,7.866,"1,575,460.11",,,
1,16/12/2011,"1,881,176.67",0,51.63,3.159,219.1794533,7.866,"1,576,267.94",,,
1,23/12/2011,"2,270,188.99",0,47.96,3.112,219.3577216,7.866,"1,577,075.76",,,
1,30/12/2011,"1,497,462.72",1,44.55,3.129,219.5359898,7.866,"1,577,883.59",,,
1,06/01/2012,"1,550,369.92",0,49.01,3.157,219.7142581,7.348,"1,578,691.42",,,
1,13/01/2012,"1,459,601.17",0,48.53,3.261,219.8925263,7.348,"1,579,499.25",,,
1,20/01/2012,"1,394,393.84",0,54.11,3.268,219.9856893,7.348,"1,580,307.08",,,
1,27/01/2012,"1,319,325.59",0,54.26,3.29,220.0788523,7.348,"1,581,114.91",,,
1,03/02/2012,"1,636,339.65",0,56.55,3.36,220.1720153,7.348,"1,581,922.73",,,
1,10/02/2012,"1,802,477.43",1,48.02,3.409,220.2651783,7.348,"1,582,730.56",,,
1,17/02/2012,"1,819,870.00",0,45.32,3.51,220.4257586,7.348,"1,583,538.39",,,
1,24/02/2012,"1,539,387.83",0,57.25,3.555,220.636902,7.348,"1,584,346.22",,,
1,02/03/2012,"1,688,420.76",0,60.96,3.63,220.8480454,7.348,"1,585,154.05",,,
1,09/03/2012,"1,675,431.16",0,58.76,3.669,221.0591887,7.348,"1,585,961.88",,,
1,16/03/2012,"1,677,472.78",0,64.74,3.734,221.2118132,7.348,"1,586,769.70",,,
1,23/03/2012,"1,511,068.07",0,65.93,3.787,221.2864126,7.348,"1,587,577.53",,,
1,30/03/2012,"1,649,604.63",0,67.61,3.845,221.3610119,7.348,"1,588,385.36",,,
1,06/04/2012,"1,899,676.88",0,70.43,3.891,221.4356112,7.143,"1,589,193.19",,,
1,13/04/2012,"1,621,031.70",0,69.07,3.891,221.5102105,7.143,"1,590,001.02",,,
1,20/04/2012,"1,521,577.87",0,66.76,3.877,221.5640737,7.143,"1,590,808.85",,,
1,27/04/2012,"1,468,928.37",0,67.23,3.814,221.6179368,7.143,"1,591,616.67",,,
1,04/05/2012,"1,684,519.99",0,75.55,3.749,221.6718,7.143,"1,592,424.50",,,
1,11/05/2012,"1,611,096.05",0,73.77,3.688,221.7256632,7.143,"1,593,232.33",,,
1,18/05/2012,"1,595,901.87",0,70.33,3.63,221.742674,7.143,"1,594,040.16",,,
1,25/05/2012,"1,555,444.55",0,77.22,3.561,221.744944,7.143,"1,594,847.99",,,
1,01/06/2012,"1,624,477.58",0,77.95,3.501,221.7472139,7.143,"1,595,655.82",,,
1,08/06/2012,"1,697,230.96",0,78.3,3.452,221.7494839,7.143,"1,596,463.64",,,
1,15/06/2012,"1,630,607.00",0,79.35,3.393,221.7626421,7.143,"1,597,271.47",,,
1,22/06/2012,"1,527,845.81",0,78.39,3.346,221.8030211,7.143,"1,598,079.30",,,
1,29/06/2012,"1,540,421.49",0,84.88,3.286,221.8434,7.143,"1,598,887.13",,,
1,06/07/2012,"1,769,854.16",0,81.57,3.227,221.8837789,6.908,"1,599,694.96",,,
1,13/07/2012,"1,527,014.04",0,77.12,3.256,221.9241579,6.908,"1,600,502.79",,,
1,20/07/2012,"1,497,954.76",0,80.42,3.311,221.9327267,6.908,"1,601,310.61",,,
1,27/07/2012,"1,439,123.71",0,82.66,3.407,221.9412954,6.908,"1,602,118.44",,,
1,03/08/2012,"1,631,135.79",0,86.11,3.417,221.9498642,6.908,"1,602,926.27",,,
1,10/08/2012,"1,592,409.97",0,85.05,3.494,221.9584329,6.908,"1,603,734.10",,,
1,17/08/2012,"1,597,868.05",0,84.85,3.571,222.0384109,6.908,"1,604,541.93",,,
1,24/08/2012,"1,494,122.38",0,77.66,3.62,222.1719457,6.908,"1,605,349.76",,,
1,31/08/2012,"1,582,083.40",0,80.49,3.638,222.3054805,6.908,"1,606,157.58",,,
1,07/09/2012,"1,661,767.33",1,83.96,3.73,222.4390153,6.908,"1,606,965.41",,,
1,14/09/2012,"1,517,428.87",0,74.97,3.717,222.5820193,6.908,"1,607,773.24",,,
1,21/09/2012,"1,506,126.06",0,69.87,3.721,222.7818386,6.908,"1,608,581.07",,,
1,28/09/2012,"1,437,059.26",0,76.08,3.666,222.9816579,6.908,"1,609,388.90",,,
1,05/10/2012,"1,670,785.97",0,68.55,3.617,223.1814772,6.573,"1,610,196.73",,,
1,12/10/2012,"1,573,072.81",0,62.99,3.601,223.3812965,6.573,"1,611,004.56",,,
1,19/10/2012,"1,508,068.77",0,67.97,3.594,223.4257233,6.573,"1,611,812.38",,,
1,26/10/2012,"1,493,659.74",0,69.16,3.506,223.4442513,6.573,"1,612,620.21",,,
2,05/02/2010,"2,136,989.46",0,40.19,2.572,210.7526053,8.324,"1,954,457.75",,,
2,12/02/2010,"2,137,809.50",1,38.49,2.548,210.8979935,8.324,"1,954,053.43",,,
2,19/02/2010,"2,124,451.54",0,39.69,2.514,210.9451605,8.324,"1,953,649.12",,,
2,26/02/2010,"1,865,097.27",0,46.1,2.561,210.9759573,8.324,"1,953,244.80",,,
2,05/03/2010,"1,991,013.13",0,47.17,2.625,211.0067542,8.324,"1,952,840.49",,,
2,12/03/2010,"1,990,483.78",0,57.56,2.667,211.037551,8.324,"1,952,436.17",,,
2,19/03/2010,"1,946,070.88",0,54.52,2.72,210.8733316,8.324,"1,952,031.85",,,
2,26/03/2010,"1,750,197.81",0,51.26,2.732,210.6766095,8.324,"1,951,627.54",,,
2,02/04/2010,"2,066,187.72",0,63.27,2.719,210.4798874,8.2,"1,951,223.22",,,
2,09/04/2010,"1,954,689.21",0,65.41,2.77,210.2831653,8.2,"1,950,818.91",,,
2,16/04/2010,"1,874,957.94",0,68.07,2.808,210.1495463,8.2,"1,950,414.59",,,
2,23/04/2010,"1,821,990.93",0,65.11,2.795,210.1000648,8.2,"1,950,010.28",,,
2,30/04/2010,"1,802,450.29",0,66.98,2.78,210.0505833,8.2,"1,949,605.96",,,
2,07/05/2010,"2,042,581.71",0,71.28,2.835,210.0011018,8.2,"1,949,201.64",,,
2,14/05/2010,"1,880,752.36",0,73.31,2.854,209.9984585,8.2,"1,948,797.33",,,
2,21/05/2010,"1,896,937.10",0,74.83,2.826,210.2768443,8.2,"1,948,393.01",,,
2,28/05/2010,"1,957,113.89",0,81.13,2.759,210.5552301,8.2,"1,947,988.70",,,
2,04/06/2010,"2,102,539.93",0,81.81,2.705,210.833616,8.2,"1,947,584.38",,,
2,11/06/2010,"2,025,538.76",0,83.4,2.668,211.1120018,8.2,"1,947,180.07",,,
2,18/06/2010,"2,001,636.96",0,85.81,2.637,211.1096543,8.2,"1,946,775.75",,,
2,25/06/2010,"1,939,927.09",0,86.26,2.653,210.9950134,8.2,"1,946,371.44",,,
2,02/07/2010,"2,003,940.64",0,82.74,2.669,210.8803726,8.099,"1,945,967.12",,,
2,09/07/2010,"1,880,902.62",0,82.59,2.642,210.7657317,8.099,"1,945,562.80",,,
2,16/07/2010,"1,845,879.79",0,85.32,2.623,210.7577954,8.099,"1,945,158.49",,,
2,23/07/2010,"1,781,717.71",0,87.66,2.608,210.8921319,8.099,"1,944,754.17",,,
2,30/07/2010,"1,804,246.16",0,83.49,2.64,211.0264684,8.099,"1,944,349.86",,,
2,06/08/2010,"1,991,909.98",0,89.53,2.627,211.1608049,8.099,"1,943,945.54",,,
2,13/08/2010,"1,895,601.05",0,89.05,2.692,211.2951413,8.099,"1,943,541.23",,,
2,20/08/2010,"1,964,335.23",0,88.7,2.664,211.2596586,8.099,"1,943,136.91",,,
2,27/08/2010,"1,863,840.49",0,87.12,2.619,211.2241759,8.099,"1,942,732.59",,,
2,03/09/2010,"1,904,608.09",0,81.83,2.577,211.1886931,8.099,"1,942,328.28",,,
2,10/09/2010,"1,839,128.83",1,79.09,2.565,211.1532104,8.099,"1,941,923.96",,,
2,17/09/2010,"1,793,903.60",0,82.05,2.582,211.1806415,8.099,"1,941,519.65",,,
2,24/09/2010,"1,724,557.22",0,81.79,2.624,211.2552578,8.099,"1,941,115.33",,,
2,01/10/2010,"1,827,440.43",0,69.24,2.603,211.3298742,8.163,"1,940,711.02",,,
2,08/10/2010,"1,849,921.44",0,63.19,2.633,211.4044906,8.163,"1,940,306.70",,,
2,15/10/2010,"1,794,355.49",0,65.8,2.72,211.4713286,8.163,"1,939,902.38",,,
2,22/10/2010,"1,737,947.64",0,68.5,2.725,211.5187208,8.163,"1,939,498.07",,,
2,29/10/2010,"1,802,755.11",0,66.24,2.716,211.5661131,8.163,"1,939,093.75",,,
2,05/11/2010,"1,939,061.41",0,57.85,2.689,211.6135053,8.163,"1,938,689.44",,,
2,12/11/2010,"1,916,812.74",0,59.69,2.728,211.6608975,8.163,"1,938,285.12",,,
2,19/11/2010,"1,956,739.17",0,50.81,2.771,211.5470304,8.163,"1,937,880.81",,,
2,26/11/2010,"2,658,725.29",1,62.98,2.735,211.4062867,8.163,"1,937,476.49",,,
2,03/12/2010,"2,015,781.27",0,49.33,2.708,211.265543,8.163,"1,937,072.17",,,
2,10/12/2010,"2,378,726.55",0,45.5,2.843,211.1247993,8.163,"1,936,667.86",,,
2,17/12/2010,"2,609,166.75",0,47.55,2.869,211.0645458,8.163,"1,936,263.54",,,
2,24/12/2010,"3,436,007.68",0,49.97,2.886,211.0646599,8.163,"1,935,859.23",,,
2,31/12/2010,"1,750,434.55",1,47.3,2.943,211.064774,8.163,"1,935,454.91",,,
2,07/01/2011,"1,758,050.79",0,44.69,2.976,211.0648881,8.028,"1,935,050.60",,,
2,14/01/2011,"1,744,193.58",0,33.02,2.983,211.1176713,8.028,"1,934,646.28",,,
2,21/01/2011,"1,751,384.90",0,41.4,3.016,211.4864691,8.028,"1,934,241.96",,,
2,28/01/2011,"1,695,371.68",0,42.83,3.01,211.8552668,8.028,"1,933,837.65",,,
2,04/02/2011,"1,929,346.23",0,38.25,2.989,212.2240646,8.028,"1,933,433.33",,,
2,11/02/2011,"2,168,041.61",1,33.19,3.022,212.5928624,8.028,"1,933,029.02",,,
2,18/02/2011,"2,080,884.82",0,57.83,3.045,212.9033115,8.028,"1,932,624.70",,,
2,25/02/2011,"1,833,511.08",0,60.8,3.065,213.190421,8.028,"1,932,220.39",,,
2,04/03/2011,"1,981,607.78",0,57.77,3.288,213.4775305,8.028,"1,931,816.07",,,
2,11/03/2011,"1,879,107.31",0,52.7,3.459,213.7646401,8.028,"1,931,411.76",,,
2,18/03/2011,"1,902,557.66",0,62.32,3.488,214.0156238,8.028,"1,931,007.44",,,
2,25/03/2011,"1,766,162.05",0,69.42,3.473,214.2521573,8.028,"1,930,603.12",,,
2,01/04/2011,"1,800,171.36",0,55.43,3.524,214.4886908,7.931,"1,930,198.81",,,
2,08/04/2011,"1,847,552.61",0,67,3.622,214.7252242,7.931,"1,929,794.49",,,
2,15/04/2011,"1,856,467.84",0,69.48,3.743,214.9420631,7.931,"1,929,390.18",,,
2,22/04/2011,"1,886,339.60",0,69.39,3.807,215.1096657,7.931,"1,928,985.86",,,
2,29/04/2011,"1,745,545.28",0,69.21,3.81,215.2772683,7.931,"1,928,581.55",,,
2,06/05/2011,"1,837,743.60",0,61.48,3.906,215.4448709,7.931,"1,928,177.23",,,
2,13/05/2011,"1,838,513.07",0,74.61,3.899,215.6124735,7.931,"1,927,772.91",,,
2,20/05/2011,"1,688,281.86",0,67.14,3.907,215.3834778,7.931,"1,927,368.60",,,
2,27/05/2011,"1,797,732.56",0,76.42,3.786,215.1544822,7.931,"1,926,964.28",,,
2,03/06/2011,"1,933,756.21",0,83.07,3.699,214.9254865,7.931,"1,926,559.97",,,
2,10/06/2011,"1,929,153.16",0,83.4,3.648,214.6964908,7.931,"1,926,155.65",,,
2,17/06/2011,"1,953,771.99",0,86.53,3.637,214.6513538,7.931,"1,925,751.34",,,
2,24/06/2011,"1,790,925.80",0,85.17,3.594,214.7441108,7.931,"1,925,347.02",,,
2,01/07/2011,"1,866,243.00",0,85.69,3.524,214.8368678,7.852,"1,924,942.70",,,
2,08/07/2011,"1,853,161.99",0,87.7,3.48,214.9296249,7.852,"1,924,538.39",,,
2,15/07/2011,"1,785,187.29",0,89.83,3.575,215.0134426,7.852,"1,924,134.07",,,
2,22/07/2011,"1,743,816.41",0,89.34,3.651,215.0749122,7.852,"1,923,729.76",,,
2,29/07/2011,"1,680,693.06",0,90.07,3.682,215.1363819,7.852,"1,923,325.44",,,
2,05/08/2011,"1,876,704.26",0,93.34,3.684,215.1978515,7.852,"1,922,921.13",,,
2,12/08/2011,"1,812,768.26",0,91.58,3.638,215.2593211,7.852,"1,922,516.81",,,
2,19/08/2011,"1,844,094.59",0,89.86,3.554,215.3229307,7.852,"1,922,112.49",,,
2,26/08/2011,"1,821,139.91",0,90.45,3.523,215.386897,7.852,"1,921,708.18",,,
2,02/09/2011,"1,809,119.70",0,89.64,3.533,215.4508632,7.852,"1,921,303.86",,,
2,09/09/2011,"1,748,000.65",1,77.97,3.546,215.5148295,7.852,"1,920,899.55",,,
2,16/09/2011,"1,691,439.52",0,78.85,3.526,215.6944378,7.852,"1,920,495.23",,,
2,23/09/2011,"1,669,299.78",0,75.58,3.467,216.0282356,7.852,"1,920,090.92",,,
2,30/09/2011,"1,650,394.44",0,78.14,3.355,216.3620333,7.852,"1,919,686.60",,,
2,07/10/2011,"1,837,553.43",0,69.92,3.285,216.6958311,7.441,"1,919,282.28",,,
2,14/10/2011,"1,743,882.19",0,71.67,3.274,217.0048261,7.441,"1,918,877.97",,,
2,21/10/2011,"1,834,680.25",0,64.53,3.353,217.1650042,7.441,"1,918,473.65",,,
2,28/10/2011,"1,769,296.25",0,65.87,3.372,217.3251824,7.441,"1,918,069.34",,,
2,04/11/2011,"1,959,707.90",0,55.53,3.332,217.4853605,7.441,"1,917,665.02",,,
2,11/11/2011,"1,920,725.15",0,59.33,3.297,217.6455387,7.441,"1,917,260.71",,,
2,18/11/2011,"1,902,762.50",0,62.01,3.308,217.8670218,7.441,"1,916,856.39",,,
2,25/11/2011,"2,614,202.30",1,56.36,3.236,218.1130269,7.441,"1,916,452.07",,,
2,02/12/2011,"1,954,952.00",0,48.74,3.172,218.3590319,7.441,"1,916,047.76",,,
2,09/12/2011,"2,290,549.32",0,41.76,3.158,218.605037,7.441,"1,915,643.44",,,
2,16/12/2011,"2,432,736.52",0,50.13,3.159,218.8217928,7.441,"1,915,239.13",,,
2,23/12/2011,"3,224,369.80",0,46.66,3.112,218.9995495,7.441,"1,914,834.81",,,
2,30/12/2011,"1,874,226.52",1,44.57,3.129,219.1773063,7.441,"1,914,430.50",,,
2,06/01/2012,"1,799,520.14",0,46.75,3.157,219.355063,7.057,"1,914,026.18",,,
2,13/01/2012,"1,744,725.48",0,45.99,3.261,219.5328198,7.057,"1,913,621.87",,,
2,20/01/2012,"1,711,769.11",0,51.7,3.268,219.6258417,7.057,"1,913,217.55",,,
2,27/01/2012,"1,660,906.14",0,50.5,3.29,219.7188636,7.057,"1,912,813.23",,,
2,03/02/2012,"1,935,299.94",0,55.21,3.36,219.8118854,7.057,"1,912,408.92",,,
2,10/02/2012,"2,103,322.68",1,46.98,3.409,219.9049073,7.057,"1,912,004.60",,,
2,17/02/2012,"2,196,688.46",0,43.82,3.51,220.0651993,7.057,"1,911,600.29",,,
2,24/02/2012,"1,861,802.70",0,54.63,3.555,220.275944,7.057,"1,911,195.97",,,
2,02/03/2012,"1,952,555.66",0,58.79,3.63,220.4866886,7.057,"1,910,791.66",,,
2,09/03/2012,"1,937,628.26",0,57.11,3.669,220.6974332,7.057,"1,910,387.34",,,
2,16/03/2012,"1,976,082.13",0,63.68,3.734,220.8498468,7.057,"1,909,983.02",,,
2,23/03/2012,"1,790,439.16",0,64.01,3.787,220.9244858,7.057,"1,909,578.71",,,
2,30/03/2012,"1,857,480.84",0,66.83,3.845,220.9991248,7.057,"1,909,174.39",,,
2,06/04/2012,"2,129,035.91",0,68.43,3.891,221.0737638,6.891,"1,908,770.08",,,
2,13/04/2012,"1,935,869.10",0,68.08,3.891,221.1484028,6.891,"1,908,365.76",,,
2,20/04/2012,"1,847,344.45",0,65.69,3.877,221.2021074,6.891,"1,907,961.45",,,
2,27/04/2012,"1,764,133.09",0,67.2,3.814,221.255812,6.891,"1,907,557.13",,,
2,04/05/2012,"1,923,957.09",0,76.73,3.749,221.3095166,6.891,"1,907,152.81",,,
2,11/05/2012,"1,917,520.99",0,73.87,3.688,221.3632212,6.891,"1,906,748.50",,,
2,18/05/2012,"2,000,940.67",0,71.27,3.63,221.380331,6.891,"1,906,344.18",,,
2,25/05/2012,"1,912,791.09",0,78.19,3.561,221.3828029,6.891,"1,905,939.87",,,
2,01/06/2012,"1,910,092.37",0,78.38,3.501,221.3852748,6.891,"1,905,535.55",,,
2,08/06/2012,"2,010,216.49",0,78.69,3.452,221.3877467,6.891,"1,905,131.24",,,
2,15/06/2012,"1,962,924.30",0,80.56,3.393,221.4009901,6.891,"1,904,726.92",,,
2,22/06/2012,"1,887,733.21",0,81.04,3.346,221.4411622,6.891,"1,904,322.60",,,
2,29/06/2012,"1,881,046.12",0,86.32,3.286,221.4813343,6.891,"1,903,918.29",,,
2,06/07/2012,"2,041,507.40",0,84.2,3.227,221.5215064,6.565,"1,903,513.97",,,
2,13/07/2012,"1,830,075.13",0,80.17,3.256,221.5616784,6.565,"1,903,109.66",,,
2,20/07/2012,"1,819,666.46",0,83.23,3.311,221.5701123,6.565,"1,902,705.34",,,
2,27/07/2012,"1,757,923.88",0,86.37,3.407,221.5785461,6.565,"1,902,301.03",,,
2,03/08/2012,"1,946,104.64",0,90.22,3.417,221.5869799,6.565,"1,901,896.71",,,
2,10/08/2012,"1,866,719.96",0,88.55,3.494,221.5954138,6.565,"1,901,492.39",,,
2,17/08/2012,"1,928,016.01",0,84.79,3.571,221.6751459,6.565,"1,901,088.08",,,
2,24/08/2012,"1,876,788.15",0,76.91,3.62,221.8083518,6.565,"1,900,683.76",,,
2,31/08/2012,"1,947,083.30",0,82.64,3.638,221.9415576,6.565,"1,900,279.45",,,
